storage,buckets,12,versioning_status,text,pg_catalog,text,NO,'DISABLED'::text,,,
storage,buckets_analytics,1,name,text,pg_catalog,text,NO,,,,
storage,buckets_analytics,2,type,USER-DEFINED,storage,buckettype,NO,'ANALYTICS'::storage.buckettype,,,
storage,buckets_analytics,3,format,text,pg_catalog,text,NO,'ICEBERG'::text,,,
storage,buckets_analytics,4,created_at,timestamp with time zone,pg_catalog,timestamptz,NO,now(),,,
storage,buckets_analytics,5,updated_at,timestamp with time zone,pg_catalog,timestamptz,NO,now(),,,
storage,buckets_analytics,6,id,uuid,pg_catalog,uuid,NO,gen_random_uuid(),,,
storage,buckets_analytics,7,deleted_at,timestamp with time zone,pg_catalog,timestamptz,YES,,,,
storage,buckets_vectors,1,id,text,pg_catalog,text,NO,,,,
storage,buckets_vectors,2,type,USER-DEFINED,storage,buckettype,NO,'VECTOR'::storage.buckettype,,,
storage,buckets_vectors,3,created_at,timestamp with time zone,pg_catalog,timestamptz,NO,now(),,,
storage,buckets_vectors,4,updated_at,timestamp with time zone,pg_catalog,timestamptz,NO,now(),,,
storage,migrations,1,id,integer,pg_catalog,int4,NO,,,32,0
storage,migrations,2,name,character varying,pg_catalog,varchar,NO,,100,,
storage,migrations,3,hash,character varying,pg_catalog,varchar,NO,,40,,
storage,migrations,4,executed_at,timestamp without time zone,pg_catalog,timestamp,YES,CURRENT_TIMESTAMP,,,
storage,objects,1,id,uuid,pg_catalog,uuid,NO,gen_random_uuid(),,,
storage,objects,2,bucket_id,text,pg_catalog,text,YES,,,,
storage,objects,3,name,text,pg_catalog,text,YES,,,,
storage,objects,4,owner,uuid,pg_catalog,uuid,YES,,,,
storage,objects,5,created_at,timestamp with time zone,pg_catalog,timestamptz,YES,now(),,,
storage,objects,6,updated_at,timestamp with time zone,pg_catalog,timestamptz,YES,now(),,,
storage,objects,7,last_accessed_at,timestamp with time zone,pg_catalog,timestamptz,YES,now(),,,
storage,objects,8,metadata,jsonb,pg_catalog,jsonb,YES,,,,
storage,objects,9,path_tokens,ARRAY,pg_catalog,_text,YES,,,,
storage,objects,10,version,text,pg_catalog,text,YES,,,,
storage,objects,11,owner_id,text,pg_catalog,text,YES,,,,
storage,objects,12,user_metadata,jsonb,pg_catalog,jsonb,YES,,,,
storage,objects,13,archived_at,timestamp with time zone,pg_catalog,timestamptz,YES,,,,
storage,objects,14,is_delete_marker,boolean,pg_catalog,bool,NO,false,,,
storage,objects,15,is_versioned,boolean,pg_catalog,bool,NO,false,,,
storage,s3_multipart_uploads,1,id,text,pg_catalog,text,NO,,,,
storage,s3_multipart_uploads,2,in_progress_size,bigint,pg_catalog,int8,NO,0,,64,0
storage,s3_multipart_uploads,3,upload_signature,text,pg_catalog,text,NO,,,,
storage,s3_multipart_uploads,4,bucket_id,text,pg_catalog,text,NO,,,,
storage,s3_multipart_uploads,5,key,text,pg_catalog,text,NO,,,,
storage,s3_multipart_uploads,6,version,text,pg_catalog,text,NO,,,,
storage,s3_multipart_uploads,7,owner_id,text,pg_catalog,text,YES,,,,
storage,s3_multipart_uploads,8,created_at,timestamp with time zone,pg_catalog,timestamptz,NO,now(),,,
storage,s3_multipart_uploads,9,user_metadata,jsonb,pg_catalog,jsonb,YES,,,,
storage,s3_multipart_uploads,10,metadata,jsonb,pg_catalog,jsonb,YES,,,,
storage,s3_multipart_uploads_parts,1,id,uuid,pg_catalog,uuid,NO,gen_random_uuid(),,,
storage,s3_multipart_uploads_parts,2,upload_id,text,pg_catalog,text,NO,,,,
storage,s3_multipart_uploads_parts,3,size,bigint,pg_catalog,int8,NO,0,,64,0
storage,s3_multipart_uploads_parts,4,part_number,integer,pg_catalog,int4,NO,,,32,0
storage,s3_multipart_uploads_parts,5,bucket_id,text,pg_catalog,text,NO,,,,
storage,s3_multipart_uploads_parts,6,key,text,pg_catalog,text,NO,,,,
